lat,lng,ecm,building_type,savings
37.757677,-122.418959,Building Leakage,Retail Store,2057.5047125125616
37.799328,-122.408957,Roof Insulation,Office,8.375984735596878
37.797721,-122.407848,Roof Insulation,Hotel,0.2068938636501061
37.787179,-122.404939,Building Leakage,Office,13.716828887250543
37.776459,-122.41878,Building Leakage,Hotel,10.978610256877024
37.797179,-122.401979,HVAC Duct Leakage,Office,8.530481078608286
37.783072,-122.411954,HVAC Duct Leakage,Retail Store,6.164131090648105
37.780486,-122.47758,HVAC System,Office,9.848958035291577
37.789062,-122.409988,HVAC Duct Leakage,Hotel,11.772858603680818
37.800273,-122.4014,HVAC System,Retail Store,7.377275569545381
37.788971,-122.403066,Roof Insulation,Office,-5.5025969541184026
37.786672,-122.413602,HVAC System,Office,7.428095719985261
37.789094,-122.409749,Building Leakage,Office,10.408649092442122
37.793534,-122.397317,Building Leakage,Hotel,9.376586239103212
37.787559,-122.414102,Roof Insulation,Retail Store,12.336069060356348
37.793117,-122.400757,HVAC System,Retail Store,7.762619020230357
37.789394,-122.407197,HVAC Duct Leakage,Hotel,42.42998377141183
37.782084,-122.450847,HVAC System,Retail Store,11.521297715137004
37.790207,-122.408474,Building Leakage,Hotel,5.702601999167504
37.790596,-122.404014,Building Leakage,Retail Store,10.712530760076234
37.763223,-122.485203,HVAC Duct Leakage,Retail Store,6.2676622838039275
37.795829,-122.403717,Roof Insulation,Hotel,9.519860094261936
37.805097,-122.43308,Building Leakage,Hotel,11.709865991758598
37.792553,-122.405136,Roof Insulation,Office,8.69709749981017
37.753608,-122.418569,Building Leakage,Hotel,8.511234748285766
37.787634,-122.406098,Building Leakage,Hotel,7.880090972605301
37.756419,-122.418841,Roof Insulation,Retail Store,10.048866896645993
37.777394,-122.438243,Roof Insulation,Hotel,1.26411579438214
37.793058,-122.406062,Roof Insulation,Retail Store,10.105079460300718
37.779494,-122.432461,HVAC Duct Leakage,Retail Store,5.866458159642662
37.764076,-122.415186,Building Leakage,Hotel,4.052488565081964
37.790152,-122.403919,HVAC System,Office,7.398270936587494
37.78532,-122.406411,HVAC System,Retail Store,-2.563280772584095
37.775146,-122.421784,Building Leakage,Hotel,11.40231963245128
37.78786,-122.404272,Roof Insulation,Hotel,27.496854493884204
37.787907,-122.406675,Roof Insulation,Retail Store,6.197548745311554
37.78676,-122.404575,Building Leakage,Office,5.498957625222493
37.784849,-122.408563,Building Leakage,Retail Store,15.569062260264038
37.79378,-122.40622,Building Leakage,Office,6.28301070931748
37.768635,-122.414159,Building Leakage,Hotel,13.833071565772581
37.763272,-122.483989,HVAC Duct Leakage,Retail Store,5.198165567864657
37.799863,-122.402519,Building Leakage,Hotel,9.638698476865436
37.789331,-122.407788,Building Leakage,Retail Store,8.315310279134625
37.78831,-122.445963,HVAC Duct Leakage,Retail Store,11.379006040703864
37.794285,-122.402625,HVAC System,Retail Store,4.060189540056044
37.791998,-122.39972,HVAC System,Office,8.34545303750936
37.801039,-122.424546,HVAC System,Office,11.917027557509943
37.785723,-122.407913,HVAC Duct Leakage,Hotel,8.827009603636856
37.773643,-122.411787,Building Leakage,Office,9.942758336545046
37.790647,-122.402329,HVAC Duct Leakage,Hotel,7.912149175939069
37.788178,-122.409333,HVAC Duct Leakage,Hotel,-12.003336038303598
37.780826,-122.469966,HVAC System,Retail Store,9.601020815935545
37.795252,-122.400387,HVAC System,Retail Store,6.482303555279877
37.780772,-122.412162,Building Leakage,Retail Store,7.1191894221974135
37.795071,-122.40491,HVAC System,Hotel,10.264950321232178
37.787807,-122.404699,HVAC System,Retail Store,3.6745862561699756
37.789112,-122.406909,Roof Insulation,Hotel,5.286773447322912
37.800538,-122.40086,HVAC Duct Leakage,Office,5.5607068221751
37.788644,-122.405633,Building Leakage,Hotel,-3.8886308665874463
37.801115,-122.401574,HVAC Duct Leakage,Hotel,8.177701374590445
37.788545,-122.403603,HVAC System,Office,7.9058370228750965
37.784998,-122.419267,Building Leakage,Retail Store,8.405039805495374
37.793858,-122.402391,HVAC Duct Leakage,Hotel,7.817042176228161
37.789687,-122.404875,Roof Insulation,Retail Store,10.268045928739985
37.805726,-122.425326,Building Leakage,Retail Store,11.047346467202866
37.76508,-122.41904,HVAC System,Hotel,9.673377599795641
37.797389,-122.403009,Building Leakage,Retail Store,7.205567006190313
37.791121,-122.422407,HVAC Duct Leakage,Hotel,-3.895932311924353
37.796622,-122.403537,Roof Insulation,Office,7.756201579455002
37.789695,-122.404791,Building Leakage,Office,11.239347871455962
37.788865,-122.403893,Building Leakage,Retail Store,3.56368609313307
37.784375,-122.439246,HVAC System,Hotel,7.972639520279376
37.782489,-122.40998,Building Leakage,Office,10.796076886038463
37.773374,-122.415937,Building Leakage,Retail Store,6.918350094610728
37.782865,-122.408309,HVAC System,Retail Store,19.026171611519885
37.772007,-122.420025,HVAC System,Retail Store,8.620994405747846
37.803961,-122.415429,HVAC System,Retail Store,4.620523536870383
37.788737,-122.404913,Building Leakage,Hotel,7.910696506712511
37.788919,-122.411087,HVAC System,Retail Store,8.805294445815285
37.752088,-122.476213,HVAC System,Office,11.367189367737868
37.773092,-122.422774,Roof Insulation,Office,-2.497065622579438
37.793604,-122.397307,HVAC Duct Leakage,Office,3.783659006652531
37.781666,-122.492935,HVAC System,Office,8.405855710613869
37.804308,-122.43357,Building Leakage,Retail Store,0.2682135649236219
37.774199,-122.421555,HVAC System,Hotel,6.587402349061115
37.786339,-122.421442,HVAC Duct Leakage,Hotel,7.222165908564604
37.774765,-122.419752,Roof Insulation,Hotel,7.525176575483241
37.800551,-122.400761,HVAC System,Office,6.205454417181476
37.791258,-122.400152,Roof Insulation,Office,8.43237533756425
37.781687,-122.408891,HVAC System,Retail Store,18.503182399519062
37.796334,-122.405188,Roof Insulation,Hotel,4.144252059440693
37.792659,-122.40107,HVAC System,Office,11.194786117310583
37.78912,-122.40955,HVAC System,Hotel,11.404833262167916
37.785028,-122.419041,Building Leakage,Retail Store,5.145196361408261
37.779631,-122.413589,HVAC Duct Leakage,Hotel,7.902307513819478
37.791847,-122.400901,Building Leakage,Office,10.416647385078505
37.777928,-122.41576,Roof Insulation,Retail Store,-4.6459017286780675
37.783835,-122.432821,HVAC Duct Leakage,Hotel,6.150952670881311
37.743279,-122.470449,Building Leakage,Hotel,10.53255926923097
37.785122,-122.440861,HVAC System,Retail Store,5.915945809459414
37.790765,-122.420727,HVAC Duct Leakage,Hotel,7.9684000478384265
37.785052,-122.418856,Building Leakage,Retail Store,5.717771905553024
37.797422,-122.402744,Building Leakage,Hotel,8.783342549862658
37.807125,-122.416904,Building Leakage,Office,16.10806407764172
37.783236,-122.418092,HVAC System,Retail Store,2.666891331057803
37.791728,-122.400875,HVAC System,Hotel,8.952183411626361
37.781265,-122.460337,HVAC Duct Leakage,Hotel,12.765347202391503
37.794159,-122.403047,HVAC System,Office,12.619809704688395
37.783181,-122.459339,HVAC Duct Leakage,Retail Store,8.262947537362134
37.765343,-122.421928,Roof Insulation,Office,7.030106102078321
37.788026,-122.41051,Building Leakage,Hotel,-4.128822676242105
37.763451,-122.480001,Building Leakage,Retail Store,-4.349751673998307
37.804138,-122.415817,Roof Insulation,Office,9.732539746179718
37.792747,-122.403606,HVAC Duct Leakage,Hotel,8.754064703898475
37.785051,-122.411403,Building Leakage,Office,19.556500348347353
37.796839,-122.400233,HVAC System,Retail Store,6.231121519973415
37.786658,-122.408099,Roof Insulation,Office,8.55809829521356
37.797575,-122.403741,Roof Insulation,Hotel,347.72138461746835
37.780367,-122.480219,HVAC Duct Leakage,Retail Store,5.129961148030683
37.792228,-122.400983,HVAC System,Hotel,8.65274728588914
37.793094,-122.402832,HVAC Duct Leakage,Retail Store,10.343208763938337
37.777376,-122.416461,HVAC Duct Leakage,Office,10.789242612341573
37.789281,-122.408256,HVAC Duct Leakage,Retail Store,494.20830380066053
37.754484,-122.414271,HVAC Duct Leakage,Office,5.582311442913671
37.781154,-122.419472,Building Leakage,Hotel,8.566164151284525
37.797185,-122.404632,HVAC System,Retail Store,8.822298198363331
37.793416,-122.397989,HVAC Duct Leakage,Office,23.754793786227772
37.8071,-122.409465,Roof Insulation,Office,4.744253078959176
37.790656,-122.404832,Building Leakage,Office,8.862196612502917
37.800178,-122.400168,HVAC System,Hotel,-6.297994521551946
37.783971,-122.419838,HVAC Duct Leakage,Office,7.752835130175914
37.786404,-122.406364,Roof Insulation,Office,-0.9423494284854854
37.77796,-122.41572,HVAC System,Retail Store,0.8183957532622745
37.798717,-122.407669,Building Leakage,Hotel,7.848325124530021
37.806196,-122.420468,Building Leakage,Retail Store,117.15818467405282
37.787802,-122.419766,HVAC System,Office,-2.0522086851039383
37.796734,-122.405017,HVAC Duct Leakage,Hotel,9.101212924733918
37.793899,-122.406243,Roof Insulation,Hotel,5.686441645077185
37.793897,-122.398897,Roof Insulation,Retail Store,8.06057850093306
37.788331,-122.403564,HVAC System,Hotel,3.817150687749751
37.789826,-122.411447,Roof Insulation,Hotel,7.279830087633627
37.788273,-122.406744,Building Leakage,Hotel,9.934014805053998
37.794153,-122.401374,HVAC Duct Leakage,Office,6.715316692593625
37.784094,-122.418918,HVAC System,Office,7.22624779145551
37.79972,-122.437425,Roof Insulation,Office,8.31897691041709
37.790686,-122.422318,HVAC Duct Leakage,Office,-0.15124062946211403
37.767425,-122.419897,HVAC System,Hotel,7.9840693207827265
37.794664,-122.399656,Building Leakage,Retail Store,12.828727531870689
37.787834,-122.403455,HVAC Duct Leakage,Office,9.250922641135844
37.806525,-122.421709,HVAC Duct Leakage,Retail Store,8.798262403741617
37.784145,-122.404743,HVAC Duct Leakage,Retail Store,10.114236775832136
37.79942,-122.409739,Roof Insulation,Retail Store,16.708559129711524
37.802015,-122.42461,Building Leakage,Retail Store,8.213161557968856
37.785551,-122.430082,HVAC Duct Leakage,Retail Store,-5.301497316085925
37.773057,-122.453085,HVAC Duct Leakage,Hotel,6.799351852883105
37.798777,-122.443955,HVAC System,Hotel,11.987640445790671
37.752419,-122.41846,HVAC Duct Leakage,Office,5.272402636011568
37.793339,-122.398998,HVAC Duct Leakage,Office,17.819204841103147
37.782799,-122.409591,HVAC Duct Leakage,Hotel,9.816786205658273
37.795287,-122.405335,HVAC Duct Leakage,Office,12.704004612992634
37.7718,-122.409196,HVAC Duct Leakage,Hotel,10.487546354406794
37.787713,-122.406632,HVAC Duct Leakage,Office,7.156690899884556
37.783445,-122.412511,HVAC System,Hotel,12.263757970616634
37.788838,-122.422105,Roof Insulation,Office,9.314964426913287
37.789069,-122.408615,HVAC System,Hotel,4.305232798585913
37.785901,-122.407948,HVAC System,Retail Store,5.878183852748026
37.787647,-122.405982,Building Leakage,Office,7.487085586396318
37.79297,-122.404505,HVAC Duct Leakage,Office,-2.6645134160569164
37.755935,-122.389077,Roof Insulation,Retail Store,7.2031716049759
37.787821,-122.4219,HVAC System,Retail Store,8.144148836030332
37.771034,-122.44642,Building Leakage,Retail Store,22.964572413533254
37.789055,-122.405293,HVAC System,Hotel,5.356556231544624
37.770115,-122.425531,HVAC Duct Leakage,Office,6.3751792346135865
37.775862,-122.418364,Building Leakage,Office,9.330430924109997
37.802923,-122.401921,Roof Insulation,Office,9.94984064346974
37.797114,-122.403644,Building Leakage,Retail Store,15.692625129928537
37.772456,-122.422523,HVAC Duct Leakage,Hotel,5.844441078120054
37.783138,-122.440345,HVAC Duct Leakage,Retail Store,6.575873745725077
37.786402,-122.411415,Building Leakage,Retail Store,23.920696111185045
37.78293,-122.40674,Roof Insulation,Hotel,10.971534027927966
37.794108,-122.401365,Building Leakage,Hotel,-4.914521444487564
37.731511,-122.449537,HVAC System,Hotel,9.292952315351672
37.788081,-122.412307,HVAC Duct Leakage,Office,5.002627914545792
37.785767,-122.428627,HVAC Duct Leakage,Hotel,13.147990164531787
37.801096,-122.425858,HVAC System,Retail Store,5.679764745184381
37.803155,-122.402769,HVAC System,Hotel,10.264023263896641
37.800121,-122.441709,Building Leakage,Office,8.283912428587518
37.794758,-122.406405,HVAC System,Hotel,13.644351549282531
37.786915,-122.406468,Roof Insulation,Office,8.531474295919969
37.789558,-122.403794,Building Leakage,Retail Store,10.986002686086415
37.793226,-122.4061,Roof Insulation,Hotel,4.726282660097507
37.788925,-122.408556,Building Leakage,Retail Store,22.228255122457675
37.790255,-122.402242,Roof Insulation,Hotel,8.068514764795289
37.771703,-122.420746,HVAC Duct Leakage,Office,7.922877628572606
37.799864,-122.409074,HVAC Duct Leakage,Retail Store,11.866167911088667
37.800218,-122.43347,HVAC Duct Leakage,Retail Store,2.705514119286499
37.787556,-122.446835,HVAC System,Retail Store,8.813317956650094
37.805863,-122.411652,Roof Insulation,Hotel,4.797372320430906
37.799553,-122.398857,HVAC System,Office,6.727814889142016
37.791462,-122.402497,Building Leakage,Retail Store,6.688814726596529
37.768055,-122.413378,HVAC Duct Leakage,Office,10.856554139741942
37.79134,-122.434341,HVAC Duct Leakage,Office,8.280270218960078
37.776651,-122.419485,HVAC Duct Leakage,Office,7.70212902707207
37.787937,-122.435341,HVAC System,Retail Store,7.514573554943928
37.782383,-122.448788,Building Leakage,Hotel,7.7176655005526404
37.789556,-122.401041,Roof Insulation,Hotel,7.703205024757364
37.791998,-122.409605,Building Leakage,Retail Store,13.049183161658977
37.744422,-122.43917,HVAC Duct Leakage,Retail Store,8.967914320339425
37.799835,-122.435733,Roof Insulation,Retail Store,7.272988225892914
37.793915,-122.400111,Building Leakage,Office,6.98126412838499
37.792937,-122.402185,Building Leakage,Hotel,8.688695407725003
37.770764,-122.407875,Roof Insulation,Hotel,5.428059543547132
37.78704,-122.404236,HVAC Duct Leakage,Hotel,6.65816104903571
37.789175,-122.409138,Roof Insulation,Hotel,15.333922450809588
37.791124,-122.401272,Roof Insulation,Office,8.993754716904238
37.781524,-122.455207,HVAC Duct Leakage,Office,8.588764464237556
37.79041,-122.406898,Building Leakage,Retail Store,5.89395396719434
37.792582,-122.405955,Building Leakage,Office,51.3527545801339
37.768993,-122.413464,HVAC System,Retail Store,7.3391372004263955
37.793328,-122.399087,Roof Insulation,Hotel,9.555737558653192
37.787007,-122.410987,HVAC Duct Leakage,Retail Store,7.4455830772650256
37.801072,-122.426773,Building Leakage,Office,6.6715066086496755
37.793184,-122.400239,HVAC System,Hotel,12.565147720969176
37.800886,-122.42747,HVAC System,Retail Store,5.753180648152929
37.793451,-122.402905,HVAC System,Hotel,8.008552605332122
37.794086,-122.423016,Building Leakage,Office,10.741818897402052
37.775966,-122.418233,HVAC System,Retail Store,5.80924059146612
37.784755,-122.407718,HVAC Duct Leakage,Retail Store,8.781960730094358
37.79197,-122.402015,HVAC System,Retail Store,7.7902667616691925
37.763726,-122.414668,Roof Insulation,Hotel,8.570841546062768
37.788668,-122.405446,HVAC Duct Leakage,Hotel,6.694283315618707
37.794426,-122.407987,Roof Insulation,Hotel,8.394781731860311
37.789259,-122.401408,Building Leakage,Hotel,9.206800542218918
37.806981,-122.413874,HVAC Duct Leakage,Retail Store,21.340814440182463
37.787171,-122.447224,Roof Insulation,Hotel,5.184746490363443
37.740728,-122.403339,Building Leakage,Office,8.733965807727225
37.788158,-122.406723,Building Leakage,Hotel,7.745859675422545
37.786891,-122.402807,HVAC System,Retail Store,11.647502498876904
37.802385,-122.403023,HVAC Duct Leakage,Retail Store,10.080587791132173
37.786687,-122.409785,Roof Insulation,Office,7.008146850883636
37.808359,-122.414638,HVAC System,Retail Store,7.699255127656725
37.739336,-122.479727,Roof Insulation,Office,15.96547372494501
37.792382,-122.398959,HVAC System,Office,6.286323011624444
37.794405,-122.400208,HVAC System,Office,7.419493078467375
37.786899,-122.411854,HVAC System,Hotel,8.631805542278972
37.781313,-122.459266,HVAC System,Hotel,9.303128190452057
37.787107,-122.410226,HVAC System,Hotel,2.0418316722877874
37.801895,-122.401722,Roof Insulation,Office,7.927415250727049
37.760051,-122.419185,HVAC System,Hotel,10.665907434303442
37.769415,-122.422333,HVAC Duct Leakage,Retail Store,-1.6970771189191982
37.799646,-122.400359,Roof Insulation,Office,9.436577955938052
37.792637,-122.399849,Roof Insulation,Hotel,9.708539597182817
37.80791,-122.415745,HVAC Duct Leakage,Hotel,11.697874991967447
37.790269,-122.42315,Roof Insulation,Retail Store,12.138975490472873
37.789575,-122.405777,HVAC Duct Leakage,Office,6.915866523830669
37.787325,-122.403885,Building Leakage,Hotel,7.113019947024466
37.782795,-122.421539,HVAC Duct Leakage,Retail Store,6.254757992378485
37.789286,-122.402058,Building Leakage,Retail Store,7.688411224918866
37.781025,-122.462825,HVAC Duct Leakage,Retail Store,6.885828476357406
37.78871,-122.408513,HVAC System,Office,7.834484493793672
37.808035,-122.409609,HVAC Duct Leakage,Office,-60.60187134783516
37.769194,-122.453231,HVAC Duct Leakage,Hotel,8.192983654892581
37.788749,-122.403634,Roof Insulation,Hotel,8.221634186696386
37.793679,-122.396701,Building Leakage,Retail Store,9.110068192802444
37.791131,-122.401213,HVAC System,Retail Store,9.140740888629903
37.771304,-122.419536,HVAC System,Hotel,2.6275533262648993
37.795813,-122.400975,Roof Insulation,Hotel,6.3777167634980945
37.781478,-122.491293,Building Leakage,Retail Store,6.65255067427054
37.781072,-122.461796,HVAC System,Hotel,7.510485697031896
37.785185,-122.422981,HVAC Duct Leakage,Retail Store,8.458836018327286
37.77399,-122.438179,HVAC Duct Leakage,Retail Store,6.3097374114870295
37.80413,-122.402508,HVAC System,Hotel,8.053116059347534
37.800092,-122.441931,Roof Insulation,Retail Store,7.452625280809955
37.775389,-122.449783,HVAC Duct Leakage,Hotel,17.5759787350365
37.789608,-122.400976,Building Leakage,Retail Store,-6.045231855885431
37.792682,-122.404103,HVAC Duct Leakage,Retail Store,6.744129808728213
37.788218,-122.421979,HVAC Duct Leakage,Retail Store,18.667518582981288
37.760036,-122.413753,HVAC Duct Leakage,Retail Store,9.293326822287025
37.783785,-122.419321,Roof Insulation,Retail Store,7.192794225442156
37.806155,-122.422149,Building Leakage,Office,2.3449125710628946
37.797238,-122.404207,HVAC System,Retail Store,1.118778653386622
37.775847,-122.494277,HVAC System,Hotel,7.053860381676707
37.794146,-122.42318,HVAC System,Hotel,6.528054675697041
37.788559,-122.40629,Building Leakage,Hotel,32.796786238766536
37.790316,-122.405517,Building Leakage,Office,19.248209692611823
37.798923,-122.408165,Building Leakage,Hotel,12.014385783929391
37.800018,-122.401349,Building Leakage,Office,-11.689105988257442
37.787194,-122.40405,Building Leakage,Hotel,8.07569350569443
37.791259,-122.400143,Building Leakage,Retail Store,8.219548796536417
37.787776,-122.421737,HVAC Duct Leakage,Hotel,-83.55483504170071
37.779981,-122.413661,HVAC Duct Leakage,Hotel,20.156078333737366
37.787461,-122.422497,HVAC Duct Leakage,Office,7.3632233665382305
37.800341,-122.40228,HVAC Duct Leakage,Retail Store,10.347796407059512
37.784792,-122.413423,Building Leakage,Hotel,9.107198866256168
37.792434,-122.402696,HVAC Duct Leakage,Office,8.405357938724963
37.769158,-122.415646,HVAC System,Hotel,7.961986378856482
37.798367,-122.402724,HVAC System,Office,3.844260678987829
37.766827,-122.429667,HVAC System,Hotel,6.124682620126513
37.791493,-122.422649,Roof Insulation,Retail Store,16.82255836454648
37.79204,-122.401451,Roof Insulation,Office,4.8553521364254175
37.789298,-122.403741,Roof Insulation,Retail Store,2.4566089510424653
37.787558,-122.403576,Building Leakage,Office,12.658346384407846
37.793407,-122.398442,HVAC Duct Leakage,Hotel,5.742508977735069
37.772554,-122.413162,Building Leakage,Hotel,7.0774348222453325
37.765132,-122.418221,HVAC System,Office,13.60111407302264
37.729532,-122.475982,HVAC System,Retail Store,8.672969368823898
37.783206,-122.407093,HVAC Duct Leakage,Hotel,7.217532192982889
37.790555,-122.400618,HVAC System,Office,6.049128799492289
37.787794,-122.41226,Building Leakage,Retail Store,5.569616929541411
37.794454,-122.403102,HVAC Duct Leakage,Office,4.8779568724431535
37.764067,-122.418591,HVAC Duct Leakage,Office,3.7953793712095756
